""	"DayOfWeek"	"Status"	"TimeOfDay"	"Years"	"ArrDep"	"Month"	"NumberOfFlights"
"9266"	"Wed"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Jun"	616
"9267"	"Wed"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Mar"	483
"9268"	"Wed"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Departing"	"May"	410
"9269"	"Wed"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Nov"	439
"9270"	"Wed"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Oct"	420
"9271"	"Wed"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Sept"	470
"9272"	"Wed"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Apr"	962
"9273"	"Wed"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Aug"	1251
"9274"	"Wed"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Dec"	1203
"9275"	"Wed"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Feb"	966
"9276"	"Wed"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Jan"	1062
"9277"	"Wed"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Jul"	1228
"9278"	"Wed"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Jun"	1216
"9279"	"Wed"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Mar"	884
"9280"	"Wed"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"May"	1013
"9281"	"Wed"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Nov"	993
"9282"	"Wed"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Oct"	848
"9283"	"Wed"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Sept"	729
"9284"	"Wed"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Apr"	532
"9285"	"Wed"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Aug"	816
"9286"	"Wed"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Dec"	983
"9287"	"Wed"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Feb"	595
"9288"	"Wed"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Jan"	808
"9289"	"Wed"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Jul"	849
"9290"	"Wed"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Jun"	855
"9291"	"Wed"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Mar"	614
"9292"	"Wed"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Departing"	"May"	644
"9293"	"Wed"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Nov"	545
"9294"	"Wed"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Oct"	478
"9295"	"Wed"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Sept"	424
"9296"	"Wed"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Apr"	825
"9297"	"Wed"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Aug"	1029
"9298"	"Wed"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Dec"	1152
"9299"	"Wed"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Feb"	921
"9300"	"Wed"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Jan"	1013
"9301"	"Wed"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Jul"	1048
"9302"	"Wed"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Jun"	1177
"9303"	"Wed"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Mar"	1016
"9304"	"Wed"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"May"	985
"9305"	"Wed"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Nov"	983
"9306"	"Wed"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Oct"	1024
"9307"	"Wed"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Sept"	798
"9308"	"Wed"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Apr"	546
"9309"	"Wed"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Aug"	935
"9310"	"Wed"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Dec"	1041
"9311"	"Wed"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Feb"	708
"9312"	"Wed"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Jan"	862
"9313"	"Wed"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Jul"	954
"9314"	"Wed"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Jun"	934
"9315"	"Wed"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Mar"	786
"9316"	"Wed"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Departing"	"May"	647
"9317"	"Wed"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Nov"	650
"9318"	"Wed"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Oct"	686
"9319"	"Wed"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Sept"	693
"9320"	"Wed"	"Medium Delay"	"Morning"	"1988-1994"	"Arriving"	"Apr"	272
"9321"	"Wed"	"Medium Delay"	"Morning"	"1988-1994"	"Arriving"	"Aug"	397
"9322"	"Wed"	"Medium Delay"	"Morning"	"1988-1994"	"Arriving"	"Dec"	445
"9323"	"Wed"	"Medium Delay"	"Morning"	"1988-1994"	"Arriving"	"Feb"	401
"9324"	"Wed"	"Medium Delay"	"Morning"	"1988-1994"	"Arriving"	"Jan"	426
"9325"	"Wed"	"Medium Delay"	"Morning"	"1988-1994"	"Arriving"	"Jul"	398
"9326"	"Wed"	"Medium Delay"	"Morning"	"1988-1994"	"Arriving"	"Jun"	411
"9327"	"Wed"	"Medium Delay"	"Morning"	"1988-1994"	"Arriving"	"Mar"	349
"9328"	"Wed"	"Medium Delay"	"Morning"	"1988-1994"	"Arriving"	"May"	291
"9329"	"Wed"	"Medium Delay"	"Morning"	"1988-1994"	"Arriving"	"Nov"	386
"9330"	"Wed"	"Medium Delay"	"Morning"	"1988-1994"	"Arriving"	"Oct"	381
"9331"	"Wed"	"Medium Delay"	"Morning"	"1988-1994"	"Arriving"	"Sept"	388
"9332"	"Wed"	"Medium Delay"	"Morning"	"1988-1994"	"Departing"	"Apr"	194
"9333"	"Wed"	"Medium Delay"	"Morning"	"1988-1994"	"Departing"	"Aug"	296
"9334"	"Wed"	"Medium Delay"	"Morning"	"1988-1994"	"Departing"	"Dec"	475
"9335"	"Wed"	"Medium Delay"	"Morning"	"1988-1994"	"Departing"	"Feb"	337
"9336"	"Wed"	"Medium Delay"	"Morning"	"1988-1994"	"Departing"	"Jan"	422
"9337"	"Wed"	"Medium Delay"	"Morning"	"1988-1994"	"Departing"	"Jul"	275
"9338"	"Wed"	"Medium Delay"	"Morning"	"1988-1994"	"Departing"	"Jun"	293
"9339"	"Wed"	"Medium Delay"	"Morning"	"1988-1994"	"Departing"	"Mar"	365
"9340"	"Wed"	"Medium Delay"	"Morning"	"1988-1994"	"Departing"	"May"	249
"9341"	"Wed"	"Medium Delay"	"Morning"	"1988-1994"	"Departing"	"Nov"	289
"9342"	"Wed"	"Medium Delay"	"Morning"	"1988-1994"	"Departing"	"Oct"	248
"9343"	"Wed"	"Medium Delay"	"Morning"	"1988-1994"	"Departing"	"Sept"	249
"9344"	"Wed"	"Medium Delay"	"Morning"	"1995-2001"	"Arriving"	"Apr"	321
"9345"	"Wed"	"Medium Delay"	"Morning"	"1995-2001"	"Arriving"	"Aug"	386
"9346"	"Wed"	"Medium Delay"	"Morning"	"1995-2001"	"Arriving"	"Dec"	424
"9347"	"Wed"	"Medium Delay"	"Morning"	"1995-2001"	"Arriving"	"Feb"	402
"9348"	"Wed"	"Medium Delay"	"Morning"	"1995-2001"	"Arriving"	"Jan"	419
"9349"	"Wed"	"Medium Delay"	"Morning"	"1995-2001"	"Arriving"	"Jul"	401
"9350"	"Wed"	"Medium Delay"	"Morning"	"1995-2001"	"Arriving"	"Jun"	393
"9351"	"Wed"	"Medium Delay"	"Morning"	"1995-2001"	"Arriving"	"Mar"	325
"9352"	"Wed"	"Medium Delay"	"Morning"	"1995-2001"	"Arriving"	"May"	321
"9353"	"Wed"	"Medium Delay"	"Morning"	"1995-2001"	"Arriving"	"Nov"	319
"9354"	"Wed"	"Medium Delay"	"Morning"	"1995-2001"	"Arriving"	"Oct"	272
"9355"	"Wed"	"Medium Delay"	"Morning"	"1995-2001"	"Arriving"	"Sept"	198
"9356"	"Wed"	"Medium Delay"	"Morning"	"1995-2001"	"Departing"	"Apr"	269
"9357"	"Wed"	"Medium Delay"	"Morning"	"1995-2001"	"Departing"	"Aug"	399
"9358"	"Wed"	"Medium Delay"	"Morning"	"1995-2001"	"Departing"	"Dec"	587
"9359"	"Wed"	"Medium Delay"	"Morning"	"1995-2001"	"Departing"	"Feb"	343
"9360"	"Wed"	"Medium Delay"	"Morning"	"1995-2001"	"Departing"	"Jan"	526
"9361"	"Wed"	"Medium Delay"	"Morning"	"1995-2001"	"Departing"	"Jul"	386
"9362"	"Wed"	"Medium Delay"	"Morning"	"1995-2001"	"Departing"	"Jun"	400
"9363"	"Wed"	"Medium Delay"	"Morning"	"1995-2001"	"Departing"	"Mar"	338
"9364"	"Wed"	"Medium Delay"	"Morning"	"1995-2001"	"Departing"	"May"	274
"9365"	"Wed"	"Medium Delay"	"Morning"	"1995-2001"	"Departing"	"Nov"	346
"9366"	"Wed"	"Medium Delay"	"Morning"	"1995-2001"	"Departing"	"Oct"	304
"9367"	"Wed"	"Medium Delay"	"Morning"	"1995-2001"	"Departing"	"Sept"	238
"9368"	"Wed"	"Medium Delay"	"Morning"	"2002-2008"	"Arriving"	"Apr"	311
"9369"	"Wed"	"Medium Delay"	"Morning"	"2002-2008"	"Arriving"	"Aug"	452
"9370"	"Wed"	"Medium Delay"	"Morning"	"2002-2008"	"Arriving"	"Dec"	536
"9371"	"Wed"	"Medium Delay"	"Morning"	"2002-2008"	"Arriving"	"Feb"	382
"9372"	"Wed"	"Medium Delay"	"Morning"	"2002-2008"	"Arriving"	"Jan"	459
"9373"	"Wed"	"Medium Delay"	"Morning"	"2002-2008"	"Arriving"	"Jul"	428
"9374"	"Wed"	"Medium Delay"	"Morning"	"2002-2008"	"Arriving"	"Jun"	452
"9375"	"Wed"	"Medium Delay"	"Morning"	"2002-2008"	"Arriving"	"Mar"	374
"9376"	"Wed"	"Medium Delay"	"Morning"	"2002-2008"	"Arriving"	"May"	364
"9377"	"Wed"	"Medium Delay"	"Morning"	"2002-2008"	"Arriving"	"Nov"	389
"9378"	"Wed"	"Medium Delay"	"Morning"	"2002-2008"	"Arriving"	"Oct"	361
"9379"	"Wed"	"Medium Delay"	"Morning"	"2002-2008"	"Arriving"	"Sept"	312
"9380"	"Wed"	"Medium Delay"	"Morning"	"2002-2008"	"Departing"	"Apr"	194
"9381"	"Wed"	"Medium Delay"	"Morning"	"2002-2008"	"Departing"	"Aug"	297
"9382"	"Wed"	"Medium Delay"	"Morning"	"2002-2008"	"Departing"	"Dec"	429
"9383"	"Wed"	"Medium Delay"	"Morning"	"2002-2008"	"Departing"	"Feb"	311
"9384"	"Wed"	"Medium Delay"	"Morning"	"2002-2008"	"Departing"	"Jan"	313
"9385"	"Wed"	"Medium Delay"	"Morning"	"2002-2008"	"Departing"	"Jul"	326
"9386"	"Wed"	"Medium Delay"	"Morning"	"2002-2008"	"Departing"	"Jun"	238
"9387"	"Wed"	"Medium Delay"	"Morning"	"2002-2008"	"Departing"	"Mar"	219
"9388"	"Wed"	"Medium Delay"	"Morning"	"2002-2008"	"Departing"	"May"	196
"9389"	"Wed"	"Medium Delay"	"Morning"	"2002-2008"	"Departing"	"Nov"	208
"9390"	"Wed"	"Medium Delay"	"Morning"	"2002-2008"	"Departing"	"Oct"	200
"9391"	"Wed"	"Medium Delay"	"Morning"	"2002-2008"	"Departing"	"Sept"	202
"9392"	"Wed"	"Medium Delay"	"Night"	"1988-1994"	"Arriving"	"Apr"	67
"9393"	"Wed"	"Medium Delay"	"Night"	"1988-1994"	"Arriving"	"Aug"	92
"9394"	"Wed"	"Medium Delay"	"Night"	"1988-1994"	"Arriving"	"Dec"	88
"9395"	"Wed"	"Medium Delay"	"Night"	"1988-1994"	"Arriving"	"Feb"	77
"9396"	"Wed"	"Medium Delay"	"Night"	"1988-1994"	"Arriving"	"Jan"	92
"9397"	"Wed"	"Medium Delay"	"Night"	"1988-1994"	"Arriving"	"Jul"	103
"9398"	"Wed"	"Medium Delay"	"Night"	"1988-1994"	"Arriving"	"Jun"	93
"9399"	"Wed"	"Medium Delay"	"Night"	"1988-1994"	"Arriving"	"Mar"	85
"9400"	"Wed"	"Medium Delay"	"Night"	"1988-1994"	"Arriving"	"May"	78
"9401"	"Wed"	"Medium Delay"	"Night"	"1988-1994"	"Arriving"	"Nov"	79
"9402"	"Wed"	"Medium Delay"	"Night"	"1988-1994"	"Arriving"	"Oct"	79
"9403"	"Wed"	"Medium Delay"	"Night"	"1988-1994"	"Arriving"	"Sept"	72
"9404"	"Wed"	"Medium Delay"	"Night"	"1988-1994"	"Departing"	"Apr"	25
"9405"	"Wed"	"Medium Delay"	"Night"	"1988-1994"	"Departing"	"Aug"	58
"9406"	"Wed"	"Medium Delay"	"Night"	"1988-1994"	"Departing"	"Dec"	65
"9407"	"Wed"	"Medium Delay"	"Night"	"1988-1994"	"Departing"	"Feb"	35
"9408"	"Wed"	"Medium Delay"	"Night"	"1988-1994"	"Departing"	"Jan"	48
"9409"	"Wed"	"Medium Delay"	"Night"	"1988-1994"	"Departing"	"Jul"	61
"9410"	"Wed"	"Medium Delay"	"Night"	"1988-1994"	"Departing"	"Jun"	46
"9411"	"Wed"	"Medium Delay"	"Night"	"1988-1994"	"Departing"	"Mar"	57
"9412"	"Wed"	"Medium Delay"	"Night"	"1988-1994"	"Departing"	"May"	39
"9413"	"Wed"	"Medium Delay"	"Night"	"1988-1994"	"Departing"	"Nov"	47
"9414"	"Wed"	"Medium Delay"	"Night"	"1988-1994"	"Departing"	"Oct"	48
"9415"	"Wed"	"Medium Delay"	"Night"	"1988-1994"	"Departing"	"Sept"	32
"9416"	"Wed"	"Medium Delay"	"Night"	"1995-2001"	"Arriving"	"Apr"	109
"9417"	"Wed"	"Medium Delay"	"Night"	"1995-2001"	"Arriving"	"Aug"	145
"9418"	"Wed"	"Medium Delay"	"Night"	"1995-2001"	"Arriving"	"Dec"	160
"9419"	"Wed"	"Medium Delay"	"Night"	"1995-2001"	"Arriving"	"Feb"	102
"9420"	"Wed"	"Medium Delay"	"Night"	"1995-2001"	"Arriving"	"Jan"	193
"9421"	"Wed"	"Medium Delay"	"Night"	"1995-2001"	"Arriving"	"Jul"	123
"9422"	"Wed"	"Medium Delay"	"Night"	"1995-2001"	"Arriving"	"Jun"	152
"9423"	"Wed"	"Medium Delay"	"Night"	"1995-2001"	"Arriving"	"Mar"	111
"9424"	"Wed"	"Medium Delay"	"Night"	"1995-2001"	"Arriving"	"May"	96
"9425"	"Wed"	"Medium Delay"	"Night"	"1995-2001"	"Arriving"	"Nov"	130
"9426"	"Wed"	"Medium Delay"	"Night"	"1995-2001"	"Arriving"	"Oct"	103
"9427"	"Wed"	"Medium Delay"	"Night"	"1995-2001"	"Arriving"	"Sept"	109
"9428"	"Wed"	"Medium Delay"	"Night"	"1995-2001"	"Departing"	"Apr"	112
"9429"	"Wed"	"Medium Delay"	"Night"	"1995-2001"	"Departing"	"Aug"	143
"9430"	"Wed"	"Medium Delay"	"Night"	"1995-2001"	"Departing"	"Dec"	128
"9431"	"Wed"	"Medium Delay"	"Night"	"1995-2001"	"Departing"	"Feb"	79
"9432"	"Wed"	"Medium Delay"	"Night"	"1995-2001"	"Departing"	"Jan"	145
"9433"	"Wed"	"Medium Delay"	"Night"	"1995-2001"	"Departing"	"Jul"	141
"9434"	"Wed"	"Medium Delay"	"Night"	"1995-2001"	"Departing"	"Jun"	172
"9435"	"Wed"	"Medium Delay"	"Night"	"1995-2001"	"Departing"	"Mar"	91
"9436"	"Wed"	"Medium Delay"	"Night"	"1995-2001"	"Departing"	"May"	108
"9437"	"Wed"	"Medium Delay"	"Night"	"1995-2001"	"Departing"	"Nov"	78
"9438"	"Wed"	"Medium Delay"	"Night"	"1995-2001"	"Departing"	"Oct"	53
"9439"	"Wed"	"Medium Delay"	"Night"	"1995-2001"	"Departing"	"Sept"	75
"9440"	"Wed"	"Medium Delay"	"Night"	"2002-2008"	"Arriving"	"Apr"	68
"9441"	"Wed"	"Medium Delay"	"Night"	"2002-2008"	"Arriving"	"Aug"	102
"9442"	"Wed"	"Medium Delay"	"Night"	"2002-2008"	"Arriving"	"Dec"	67
"9443"	"Wed"	"Medium Delay"	"Night"	"2002-2008"	"Arriving"	"Feb"	73
"9444"	"Wed"	"Medium Delay"	"Night"	"2002-2008"	"Arriving"	"Jan"	67
"9445"	"Wed"	"Medium Delay"	"Night"	"2002-2008"	"Arriving"	"Jul"	101
"9446"	"Wed"	"Medium Delay"	"Night"	"2002-2008"	"Arriving"	"Jun"	97
"9447"	"Wed"	"Medium Delay"	"Night"	"2002-2008"	"Arriving"	"Mar"	96
"9448"	"Wed"	"Medium Delay"	"Night"	"2002-2008"	"Arriving"	"May"	100
"9449"	"Wed"	"Medium Delay"	"Night"	"2002-2008"	"Arriving"	"Nov"	71
"9450"	"Wed"	"Medium Delay"	"Night"	"2002-2008"	"Arriving"	"Oct"	79
"9451"	"Wed"	"Medium Delay"	"Night"	"2002-2008"	"Arriving"	"Sept"	62
"9452"	"Wed"	"Medium Delay"	"Night"	"2002-2008"	"Departing"	"Apr"	41
"9453"	"Wed"	"Medium Delay"	"Night"	"2002-2008"	"Departing"	"Aug"	91
"9454"	"Wed"	"Medium Delay"	"Night"	"2002-2008"	"Departing"	"Dec"	72
"9455"	"Wed"	"Medium Delay"	"Night"	"2002-2008"	"Departing"	"Feb"	34
"9456"	"Wed"	"Medium Delay"	"Night"	"2002-2008"	"Departing"	"Jan"	48
"9457"	"Wed"	"Medium Delay"	"Night"	"2002-2008"	"Departing"	"Jul"	93
"9458"	"Wed"	"Medium Delay"	"Night"	"2002-2008"	"Departing"	"Jun"	82
"9459"	"Wed"	"Medium Delay"	"Night"	"2002-2008"	"Departing"	"Mar"	62
"9460"	"Wed"	"Medium Delay"	"Night"	"2002-2008"	"Departing"	"May"	52
"9461"	"Wed"	"Medium Delay"	"Night"	"2002-2008"	"Departing"	"Nov"	61
"9462"	"Wed"	"Medium Delay"	"Night"	"2002-2008"	"Departing"	"Oct"	39
"9463"	"Wed"	"Medium Delay"	"Night"	"2002-2008"	"Departing"	"Sept"	42
"9464"	"Wed"	"On Time"	"Evening"	"1988-1994"	"Arriving"	"Apr"	2073
"9465"	"Wed"	"On Time"	"Evening"	"1988-1994"	"Arriving"	"Aug"	1967
"9466"	"Wed"	"On Time"	"Evening"	"1988-1994"	"Arriving"	"Dec"	1639
"9467"	"Wed"	"On Time"	"Evening"	"1988-1994"	"Arriving"	"Feb"	1598
"9468"	"Wed"	"On Time"	"Evening"	"1988-1994"	"Arriving"	"Jan"	1509
"9469"	"Wed"	"On Time"	"Evening"	"1988-1994"	"Arriving"	"Jul"	1694
"9470"	"Wed"	"On Time"	"Evening"	"1988-1994"	"Arriving"	"Jun"	1789
"9471"	"Wed"	"On Time"	"Evening"	"1988-1994"	"Arriving"	"Mar"	1854
"9472"	"Wed"	"On Time"	"Evening"	"1988-1994"	"Arriving"	"May"	2094
"9473"	"Wed"	"On Time"	"Evening"	"1988-1994"	"Arriving"	"Nov"	1981
"9474"	"Wed"	"On Time"	"Evening"	"1988-1994"	"Arriving"	"Oct"	2050
"9475"	"Wed"	"On Time"	"Evening"	"1988-1994"	"Arriving"	"Sept"	2000
"9476"	"Wed"	"On Time"	"Evening"	"1988-1994"	"Departing"	"Apr"	1991
"9477"	"Wed"	"On Time"	"Evening"	"1988-1994"	"Departing"	"Aug"	1989
"9478"	"Wed"	"On Time"	"Evening"	"1988-1994"	"Departing"	"Dec"	1561
"9479"	"Wed"	"On Time"	"Evening"	"1988-1994"	"Departing"	"Feb"	1417
"9480"	"Wed"	"On Time"	"Evening"	"1988-1994"	"Departing"	"Jan"	1356
"9481"	"Wed"	"On Time"	"Evening"	"1988-1994"	"Departing"	"Jul"	1712
"9482"	"Wed"	"On Time"	"Evening"	"1988-1994"	"Departing"	"Jun"	1780
"9483"	"Wed"	"On Time"	"Evening"	"1988-1994"	"Departing"	"Mar"	1776
"9484"	"Wed"	"On Time"	"Evening"	"1988-1994"	"Departing"	"May"	2070
"9485"	"Wed"	"On Time"	"Evening"	"1988-1994"	"Departing"	"Nov"	1969
"9486"	"Wed"	"On Time"	"Evening"	"1988-1994"	"Departing"	"Oct"	2151
"9487"	"Wed"	"On Time"	"Evening"	"1988-1994"	"Departing"	"Sept"	2151
"9488"	"Wed"	"On Time"	"Evening"	"1995-2001"	"Arriving"	"Apr"	2479
"9489"	"Wed"	"On Time"	"Evening"	"1995-2001"	"Arriving"	"Aug"	2458
"9490"	"Wed"	"On Time"	"Evening"	"1995-2001"	"Arriving"	"Dec"	1983
"9491"	"Wed"	"On Time"	"Evening"	"1995-2001"	"Arriving"	"Feb"	2078
"9492"	"Wed"	"On Time"	"Evening"	"1995-2001"	"Arriving"	"Jan"	1946
"9493"	"Wed"	"On Time"	"Evening"	"1995-2001"	"Arriving"	"Jul"	2410
"9494"	"Wed"	"On Time"	"Evening"	"1995-2001"	"Arriving"	"Jun"	1941
"9495"	"Wed"	"On Time"	"Evening"	"1995-2001"	"Arriving"	"Mar"	2653
"9496"	"Wed"	"On Time"	"Evening"	"1995-2001"	"Arriving"	"May"	2567
"9497"	"Wed"	"On Time"	"Evening"	"1995-2001"	"Arriving"	"Nov"	2397
"9498"	"Wed"	"On Time"	"Evening"	"1995-2001"	"Arriving"	"Oct"	2580
"9499"	"Wed"	"On Time"	"Evening"	"1995-2001"	"Arriving"	"Sept"	2474
"9500"	"Wed"	"On Time"	"Evening"	"1995-2001"	"Departing"	"Apr"	2477
"9501"	"Wed"	"On Time"	"Evening"	"1995-2001"	"Departing"	"Aug"	2234
"9502"	"Wed"	"On Time"	"Evening"	"1995-2001"	"Departing"	"Dec"	1759
"9503"	"Wed"	"On Time"	"Evening"	"1995-2001"	"Departing"	"Feb"	2144
"9504"	"Wed"	"On Time"	"Evening"	"1995-2001"	"Departing"	"Jan"	1753
"9505"	"Wed"	"On Time"	"Evening"	"1995-2001"	"Departing"	"Jul"	2144
"9506"	"Wed"	"On Time"	"Evening"	"1995-2001"	"Departing"	"Jun"	1673
"9507"	"Wed"	"On Time"	"Evening"	"1995-2001"	"Departing"	"Mar"	2476
"9508"	"Wed"	"On Time"	"Evening"	"1995-2001"	"Departing"	"May"	2447
"9509"	"Wed"	"On Time"	"Evening"	"1995-2001"	"Departing"	"Nov"	2411
"9510"	"Wed"	"On Time"	"Evening"	"1995-2001"	"Departing"	"Oct"	2548
"9511"	"Wed"	"On Time"	"Evening"	"1995-2001"	"Departing"	"Sept"	2510
"9512"	"Wed"	"On Time"	"Evening"	"2002-2008"	"Arriving"	"Apr"	2753
"9513"	"Wed"	"On Time"	"Evening"	"2002-2008"	"Arriving"	"Aug"	2392
"9514"	"Wed"	"On Time"	"Evening"	"2002-2008"	"Arriving"	"Dec"	2280
"9515"	"Wed"	"On Time"	"Evening"	"2002-2008"	"Arriving"	"Feb"	2243
"9516"	"Wed"	"On Time"	"Evening"	"2002-2008"	"Arriving"	"Jan"	2817
"9517"	"Wed"	"On Time"	"Evening"	"2002-2008"	"Arriving"	"Jul"	2296
"9518"	"Wed"	"On Time"	"Evening"	"2002-2008"	"Arriving"	"Jun"	2140
"9519"	"Wed"	"On Time"	"Evening"	"2002-2008"	"Arriving"	"Mar"	2644
"9520"	"Wed"	"On Time"	"Evening"	"2002-2008"	"Arriving"	"May"	2500
"9521"	"Wed"	"On Time"	"Evening"	"2002-2008"	"Arriving"	"Nov"	2495
"9522"	"Wed"	"On Time"	"Evening"	"2002-2008"	"Arriving"	"Oct"	2720
"9523"	"Wed"	"On Time"	"Evening"	"2002-2008"	"Arriving"	"Sept"	2461
"9524"	"Wed"	"On Time"	"Evening"	"2002-2008"	"Departing"	"Apr"	2775
"9525"	"Wed"	"On Time"	"Evening"	"2002-2008"	"Departing"	"Aug"	2337
"9526"	"Wed"	"On Time"	"Evening"	"2002-2008"	"Departing"	"Dec"	1948
"9527"	"Wed"	"On Time"	"Evening"	"2002-2008"	"Departing"	"Feb"	2150
"9528"	"Wed"	"On Time"	"Evening"	"2002-2008"	"Departing"	"Jan"	2570
"9529"	"Wed"	"On Time"	"Evening"	"2002-2008"	"Departing"	"Jul"	2144
"9530"	"Wed"	"On Time"	"Evening"	"2002-2008"	"Departing"	"Jun"	2074
"9531"	"Wed"	"On Time"	"Evening"	"2002-2008"	"Departing"	"Mar"	2592
"9532"	"Wed"	"On Time"	"Evening"	"2002-2008"	"Departing"	"May"	2529
"9533"	"Wed"	"On Time"	"Evening"	"2002-2008"	"Departing"	"Nov"	2437
"9534"	"Wed"	"On Time"	"Evening"	"2002-2008"	"Departing"	"Oct"	2728
"9535"	"Wed"	"On Time"	"Evening"	"2002-2008"	"Departing"	"Sept"	2490
"9536"	"Wed"	"On Time"	"Mid-Day"	"1988-1994"	"Arriving"	"Apr"	1974
"9537"	"Wed"	"On Time"	"Mid-Day"	"1988-1994"	"Arriving"	"Aug"	2036
"9538"	"Wed"	"On Time"	"Mid-Day"	"1988-1994"	"Arriving"	"Dec"	1760
"9539"	"Wed"	"On Time"	"Mid-Day"	"1988-1994"	"Arriving"	"Feb"	1614
"9540"	"Wed"	"On Time"	"Mid-Day"	"1988-1994"	"Arriving"	"Jan"	1507
"9541"	"Wed"	"On Time"	"Mid-Day"	"1988-1994"	"Arriving"	"Jul"	1776
"9542"	"Wed"	"On Time"	"Mid-Day"	"1988-1994"	"Arriving"	"Jun"	1855
"9543"	"Wed"	"On Time"	"Mid-Day"	"1988-1994"	"Arriving"	"Mar"	1937
"9544"	"Wed"	"On Time"	"Mid-Day"	"1988-1994"	"Arriving"	"May"	1949
"9545"	"Wed"	"On Time"	"Mid-Day"	"1988-1994"	"Arriving"	"Nov"	2123
"9546"	"Wed"	"On Time"	"Mid-Day"	"1988-1994"	"Arriving"	"Oct"	2083
"9547"	"Wed"	"On Time"	"Mid-Day"	"1988-1994"	"Arriving"	"Sept"	1869
"9548"	"Wed"	"On Time"	"Mid-Day"	"1988-1994"	"Departing"	"Apr"	2314
"9549"	"Wed"	"On Time"	"Mid-Day"	"1988-1994"	"Departing"	"Aug"	2286
"9550"	"Wed"	"On Time"	"Mid-Day"	"1988-1994"	"Departing"	"Dec"	1809
"9551"	"Wed"	"On Time"	"Mid-Day"	"1988-1994"	"Departing"	"Feb"	1794
"9552"	"Wed"	"On Time"	"Mid-Day"	"1988-1994"	"Departing"	"Jan"	1727
"9553"	"Wed"	"On Time"	"Mid-Day"	"1988-1994"	"Departing"	"Jul"	2006
