""	"DayOfWeek"	"Status"	"TimeOfDay"	"Years"	"ArrDep"	"Month"	"NumberOfFlights"
"3375"	"Sat"	"Long Delay"	"Night"	"1988-1994"	"Departing"	"Apr"	3
"3376"	"Sat"	"Long Delay"	"Night"	"1988-1994"	"Departing"	"Aug"	9
"3377"	"Sat"	"Long Delay"	"Night"	"1988-1994"	"Departing"	"Dec"	8
"3378"	"Sat"	"Long Delay"	"Night"	"1988-1994"	"Departing"	"Feb"	8
"3379"	"Sat"	"Long Delay"	"Night"	"1988-1994"	"Departing"	"Jan"	2
"3380"	"Sat"	"Long Delay"	"Night"	"1988-1994"	"Departing"	"Jul"	5
"3381"	"Sat"	"Long Delay"	"Night"	"1988-1994"	"Departing"	"Jun"	10
"3382"	"Sat"	"Long Delay"	"Night"	"1988-1994"	"Departing"	"Mar"	10
"3383"	"Sat"	"Long Delay"	"Night"	"1988-1994"	"Departing"	"May"	1
"3384"	"Sat"	"Long Delay"	"Night"	"1988-1994"	"Departing"	"Nov"	1
"3385"	"Sat"	"Long Delay"	"Night"	"1988-1994"	"Departing"	"Oct"	2
"3386"	"Sat"	"Long Delay"	"Night"	"1995-2001"	"Arriving"	"Apr"	29
"3387"	"Sat"	"Long Delay"	"Night"	"1995-2001"	"Arriving"	"Aug"	53
"3388"	"Sat"	"Long Delay"	"Night"	"1995-2001"	"Arriving"	"Dec"	39
"3389"	"Sat"	"Long Delay"	"Night"	"1995-2001"	"Arriving"	"Feb"	30
"3390"	"Sat"	"Long Delay"	"Night"	"1995-2001"	"Arriving"	"Jan"	37
"3391"	"Sat"	"Long Delay"	"Night"	"1995-2001"	"Arriving"	"Jul"	41
"3392"	"Sat"	"Long Delay"	"Night"	"1995-2001"	"Arriving"	"Jun"	68
"3393"	"Sat"	"Long Delay"	"Night"	"1995-2001"	"Arriving"	"Mar"	42
"3394"	"Sat"	"Long Delay"	"Night"	"1995-2001"	"Arriving"	"May"	12
"3395"	"Sat"	"Long Delay"	"Night"	"1995-2001"	"Arriving"	"Nov"	29
"3396"	"Sat"	"Long Delay"	"Night"	"1995-2001"	"Arriving"	"Oct"	18
"3397"	"Sat"	"Long Delay"	"Night"	"1995-2001"	"Arriving"	"Sept"	14
"3398"	"Sat"	"Long Delay"	"Night"	"1995-2001"	"Departing"	"Apr"	16
"3399"	"Sat"	"Long Delay"	"Night"	"1995-2001"	"Departing"	"Aug"	63
"3400"	"Sat"	"Long Delay"	"Night"	"1995-2001"	"Departing"	"Dec"	16
"3401"	"Sat"	"Long Delay"	"Night"	"1995-2001"	"Departing"	"Feb"	15
"3402"	"Sat"	"Long Delay"	"Night"	"1995-2001"	"Departing"	"Jan"	30
"3403"	"Sat"	"Long Delay"	"Night"	"1995-2001"	"Departing"	"Jul"	67
"3404"	"Sat"	"Long Delay"	"Night"	"1995-2001"	"Departing"	"Jun"	112
"3405"	"Sat"	"Long Delay"	"Night"	"1995-2001"	"Departing"	"Mar"	37
"3406"	"Sat"	"Long Delay"	"Night"	"1995-2001"	"Departing"	"May"	19
"3407"	"Sat"	"Long Delay"	"Night"	"1995-2001"	"Departing"	"Nov"	22
"3408"	"Sat"	"Long Delay"	"Night"	"1995-2001"	"Departing"	"Oct"	7
"3409"	"Sat"	"Long Delay"	"Night"	"1995-2001"	"Departing"	"Sept"	16
"3410"	"Sat"	"Long Delay"	"Night"	"2002-2008"	"Arriving"	"Apr"	32
"3411"	"Sat"	"Long Delay"	"Night"	"2002-2008"	"Arriving"	"Aug"	58
"3412"	"Sat"	"Long Delay"	"Night"	"2002-2008"	"Arriving"	"Dec"	53
"3413"	"Sat"	"Long Delay"	"Night"	"2002-2008"	"Arriving"	"Feb"	46
"3414"	"Sat"	"Long Delay"	"Night"	"2002-2008"	"Arriving"	"Jan"	27
"3415"	"Sat"	"Long Delay"	"Night"	"2002-2008"	"Arriving"	"Jul"	50
"3416"	"Sat"	"Long Delay"	"Night"	"2002-2008"	"Arriving"	"Jun"	61
"3417"	"Sat"	"Long Delay"	"Night"	"2002-2008"	"Arriving"	"Mar"	55
"3418"	"Sat"	"Long Delay"	"Night"	"2002-2008"	"Arriving"	"May"	28
"3419"	"Sat"	"Long Delay"	"Night"	"2002-2008"	"Arriving"	"Nov"	16
"3420"	"Sat"	"Long Delay"	"Night"	"2002-2008"	"Arriving"	"Oct"	15
"3421"	"Sat"	"Long Delay"	"Night"	"2002-2008"	"Arriving"	"Sept"	14
"3422"	"Sat"	"Long Delay"	"Night"	"2002-2008"	"Departing"	"Apr"	8
"3423"	"Sat"	"Long Delay"	"Night"	"2002-2008"	"Departing"	"Aug"	43
"3424"	"Sat"	"Long Delay"	"Night"	"2002-2008"	"Departing"	"Dec"	13
"3425"	"Sat"	"Long Delay"	"Night"	"2002-2008"	"Departing"	"Feb"	18
"3426"	"Sat"	"Long Delay"	"Night"	"2002-2008"	"Departing"	"Jan"	7
"3427"	"Sat"	"Long Delay"	"Night"	"2002-2008"	"Departing"	"Jul"	32
"3428"	"Sat"	"Long Delay"	"Night"	"2002-2008"	"Departing"	"Jun"	19
"3429"	"Sat"	"Long Delay"	"Night"	"2002-2008"	"Departing"	"Mar"	20
"3430"	"Sat"	"Long Delay"	"Night"	"2002-2008"	"Departing"	"May"	5
"3431"	"Sat"	"Long Delay"	"Night"	"2002-2008"	"Departing"	"Nov"	7
"3432"	"Sat"	"Long Delay"	"Night"	"2002-2008"	"Departing"	"Sept"	8
"3433"	"Sat"	"Medium Delay"	"Evening"	"1988-1994"	"Arriving"	"Apr"	565
"3434"	"Sat"	"Medium Delay"	"Evening"	"1988-1994"	"Arriving"	"Aug"	782
"3435"	"Sat"	"Medium Delay"	"Evening"	"1988-1994"	"Arriving"	"Dec"	756
"3436"	"Sat"	"Medium Delay"	"Evening"	"1988-1994"	"Arriving"	"Feb"	698
"3437"	"Sat"	"Medium Delay"	"Evening"	"1988-1994"	"Arriving"	"Jan"	700
"3438"	"Sat"	"Medium Delay"	"Evening"	"1988-1994"	"Arriving"	"Jul"	833
"3439"	"Sat"	"Medium Delay"	"Evening"	"1988-1994"	"Arriving"	"Jun"	747
"3440"	"Sat"	"Medium Delay"	"Evening"	"1988-1994"	"Arriving"	"Mar"	741
"3441"	"Sat"	"Medium Delay"	"Evening"	"1988-1994"	"Arriving"	"May"	546
"3442"	"Sat"	"Medium Delay"	"Evening"	"1988-1994"	"Arriving"	"Nov"	683
"3443"	"Sat"	"Medium Delay"	"Evening"	"1988-1994"	"Arriving"	"Oct"	635
"3444"	"Sat"	"Medium Delay"	"Evening"	"1988-1994"	"Arriving"	"Sept"	533
"3445"	"Sat"	"Medium Delay"	"Evening"	"1988-1994"	"Departing"	"Apr"	252
"3446"	"Sat"	"Medium Delay"	"Evening"	"1988-1994"	"Departing"	"Aug"	461
"3447"	"Sat"	"Medium Delay"	"Evening"	"1988-1994"	"Departing"	"Dec"	530
"3448"	"Sat"	"Medium Delay"	"Evening"	"1988-1994"	"Departing"	"Feb"	410
"3449"	"Sat"	"Medium Delay"	"Evening"	"1988-1994"	"Departing"	"Jan"	404
"3450"	"Sat"	"Medium Delay"	"Evening"	"1988-1994"	"Departing"	"Jul"	474
"3451"	"Sat"	"Medium Delay"	"Evening"	"1988-1994"	"Departing"	"Jun"	381
"3452"	"Sat"	"Medium Delay"	"Evening"	"1988-1994"	"Departing"	"Mar"	432
"3453"	"Sat"	"Medium Delay"	"Evening"	"1988-1994"	"Departing"	"May"	251
"3454"	"Sat"	"Medium Delay"	"Evening"	"1988-1994"	"Departing"	"Nov"	374
"3455"	"Sat"	"Medium Delay"	"Evening"	"1988-1994"	"Departing"	"Oct"	270
"3456"	"Sat"	"Medium Delay"	"Evening"	"1988-1994"	"Departing"	"Sept"	262
"3457"	"Sat"	"Medium Delay"	"Evening"	"1995-2001"	"Arriving"	"Apr"	568
"3458"	"Sat"	"Medium Delay"	"Evening"	"1995-2001"	"Arriving"	"Aug"	752
"3459"	"Sat"	"Medium Delay"	"Evening"	"1995-2001"	"Arriving"	"Dec"	799
"3460"	"Sat"	"Medium Delay"	"Evening"	"1995-2001"	"Arriving"	"Feb"	674
"3461"	"Sat"	"Medium Delay"	"Evening"	"1995-2001"	"Arriving"	"Jan"	621
"3462"	"Sat"	"Medium Delay"	"Evening"	"1995-2001"	"Arriving"	"Jul"	883
"3463"	"Sat"	"Medium Delay"	"Evening"	"1995-2001"	"Arriving"	"Jun"	832
"3464"	"Sat"	"Medium Delay"	"Evening"	"1995-2001"	"Arriving"	"Mar"	727
"3465"	"Sat"	"Medium Delay"	"Evening"	"1995-2001"	"Arriving"	"May"	496
"3466"	"Sat"	"Medium Delay"	"Evening"	"1995-2001"	"Arriving"	"Nov"	509
"3467"	"Sat"	"Medium Delay"	"Evening"	"1995-2001"	"Arriving"	"Oct"	428
"3468"	"Sat"	"Medium Delay"	"Evening"	"1995-2001"	"Arriving"	"Sept"	392
"3469"	"Sat"	"Medium Delay"	"Evening"	"1995-2001"	"Departing"	"Apr"	449
"3470"	"Sat"	"Medium Delay"	"Evening"	"1995-2001"	"Departing"	"Aug"	839
"3471"	"Sat"	"Medium Delay"	"Evening"	"1995-2001"	"Departing"	"Dec"	735
"3472"	"Sat"	"Medium Delay"	"Evening"	"1995-2001"	"Departing"	"Feb"	627
"3473"	"Sat"	"Medium Delay"	"Evening"	"1995-2001"	"Departing"	"Jan"	652
"3474"	"Sat"	"Medium Delay"	"Evening"	"1995-2001"	"Departing"	"Jul"	978
"3475"	"Sat"	"Medium Delay"	"Evening"	"1995-2001"	"Departing"	"Jun"	878
"3476"	"Sat"	"Medium Delay"	"Evening"	"1995-2001"	"Departing"	"Mar"	756
"3477"	"Sat"	"Medium Delay"	"Evening"	"1995-2001"	"Departing"	"May"	451
"3478"	"Sat"	"Medium Delay"	"Evening"	"1995-2001"	"Departing"	"Nov"	461
"3479"	"Sat"	"Medium Delay"	"Evening"	"1995-2001"	"Departing"	"Oct"	376
"3480"	"Sat"	"Medium Delay"	"Evening"	"1995-2001"	"Departing"	"Sept"	376
"3481"	"Sat"	"Medium Delay"	"Evening"	"2002-2008"	"Arriving"	"Apr"	605
"3482"	"Sat"	"Medium Delay"	"Evening"	"2002-2008"	"Arriving"	"Aug"	657
"3483"	"Sat"	"Medium Delay"	"Evening"	"2002-2008"	"Arriving"	"Dec"	835
"3484"	"Sat"	"Medium Delay"	"Evening"	"2002-2008"	"Arriving"	"Feb"	615
"3485"	"Sat"	"Medium Delay"	"Evening"	"2002-2008"	"Arriving"	"Jan"	681
"3486"	"Sat"	"Medium Delay"	"Evening"	"2002-2008"	"Arriving"	"Jul"	843
"3487"	"Sat"	"Medium Delay"	"Evening"	"2002-2008"	"Arriving"	"Jun"	841
"3488"	"Sat"	"Medium Delay"	"Evening"	"2002-2008"	"Arriving"	"Mar"	959
"3489"	"Sat"	"Medium Delay"	"Evening"	"2002-2008"	"Arriving"	"May"	672
"3490"	"Sat"	"Medium Delay"	"Evening"	"2002-2008"	"Arriving"	"Nov"	617
"3491"	"Sat"	"Medium Delay"	"Evening"	"2002-2008"	"Arriving"	"Oct"	501
"3492"	"Sat"	"Medium Delay"	"Evening"	"2002-2008"	"Arriving"	"Sept"	478
"3493"	"Sat"	"Medium Delay"	"Evening"	"2002-2008"	"Departing"	"Apr"	399
"3494"	"Sat"	"Medium Delay"	"Evening"	"2002-2008"	"Departing"	"Aug"	652
"3495"	"Sat"	"Medium Delay"	"Evening"	"2002-2008"	"Departing"	"Dec"	651
"3496"	"Sat"	"Medium Delay"	"Evening"	"2002-2008"	"Departing"	"Feb"	421
"3497"	"Sat"	"Medium Delay"	"Evening"	"2002-2008"	"Departing"	"Jan"	497
"3498"	"Sat"	"Medium Delay"	"Evening"	"2002-2008"	"Departing"	"Jul"	770
"3499"	"Sat"	"Medium Delay"	"Evening"	"2002-2008"	"Departing"	"Jun"	694
"3500"	"Sat"	"Medium Delay"	"Evening"	"2002-2008"	"Departing"	"Mar"	802
"3501"	"Sat"	"Medium Delay"	"Evening"	"2002-2008"	"Departing"	"May"	418
"3502"	"Sat"	"Medium Delay"	"Evening"	"2002-2008"	"Departing"	"Nov"	378
"3503"	"Sat"	"Medium Delay"	"Evening"	"2002-2008"	"Departing"	"Oct"	287
"3504"	"Sat"	"Medium Delay"	"Evening"	"2002-2008"	"Departing"	"Sept"	293
"3505"	"Sat"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Arriving"	"Apr"	646
"3506"	"Sat"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Arriving"	"Aug"	892
"3507"	"Sat"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Arriving"	"Dec"	884
"3508"	"Sat"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Arriving"	"Feb"	731
"3509"	"Sat"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Arriving"	"Jan"	869
"3510"	"Sat"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Arriving"	"Jul"	994
"3511"	"Sat"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Arriving"	"Jun"	752
"3512"	"Sat"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Arriving"	"Mar"	758
"3513"	"Sat"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Arriving"	"May"	630
"3514"	"Sat"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Arriving"	"Nov"	798
"3515"	"Sat"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Arriving"	"Oct"	796
"3516"	"Sat"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Arriving"	"Sept"	666
"3517"	"Sat"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Apr"	351
"3518"	"Sat"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Aug"	586
"3519"	"Sat"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Dec"	655
"3520"	"Sat"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Feb"	487
"3521"	"Sat"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Jan"	568
"3522"	"Sat"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Jul"	605
"3523"	"Sat"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Jun"	433
"3524"	"Sat"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Mar"	533
"3525"	"Sat"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Departing"	"May"	297
"3526"	"Sat"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Nov"	472
"3527"	"Sat"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Oct"	437
"3528"	"Sat"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Sept"	355
"3529"	"Sat"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Apr"	747
"3530"	"Sat"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Aug"	1000
"3531"	"Sat"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Dec"	986
"3532"	"Sat"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Feb"	868
"3533"	"Sat"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Jan"	670
"3534"	"Sat"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Jul"	1030
"3535"	"Sat"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Jun"	964
"3536"	"Sat"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Mar"	798
"3537"	"Sat"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"May"	789
"3538"	"Sat"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Nov"	753
"3539"	"Sat"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Oct"	724
"3540"	"Sat"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Sept"	609
"3541"	"Sat"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Apr"	460
"3542"	"Sat"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Aug"	819
"3543"	"Sat"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Dec"	875
"3544"	"Sat"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Feb"	713
"3545"	"Sat"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Jan"	587
"3546"	"Sat"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Jul"	852
"3547"	"Sat"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Jun"	823
"3548"	"Sat"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Mar"	658
"3549"	"Sat"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Departing"	"May"	569
"3550"	"Sat"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Nov"	511
"3551"	"Sat"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Oct"	517
"3552"	"Sat"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Sept"	420
"3553"	"Sat"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Apr"	678
"3554"	"Sat"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Aug"	892
"3555"	"Sat"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Dec"	1081
"3556"	"Sat"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Feb"	758
"3557"	"Sat"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Jan"	750
"3558"	"Sat"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Jul"	882
"3559"	"Sat"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Jun"	858
"3560"	"Sat"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Mar"	1018
"3561"	"Sat"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"May"	785
"3562"	"Sat"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Nov"	763
"3563"	"Sat"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Oct"	721
"3564"	"Sat"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Sept"	625
"3565"	"Sat"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Apr"	483
"3566"	"Sat"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Aug"	878
"3567"	"Sat"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Dec"	986
"3568"	"Sat"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Feb"	649
"3569"	"Sat"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Jan"	734
"3570"	"Sat"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Jul"	1008
"3571"	"Sat"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Jun"	843
"3572"	"Sat"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Mar"	1010
"3573"	"Sat"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Departing"	"May"	514
"3574"	"Sat"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Nov"	571
"3575"	"Sat"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Oct"	521
"3576"	"Sat"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Sept"	536
"3577"	"Sat"	"Medium Delay"	"Morning"	"1988-1994"	"Arriving"	"Apr"	261
"3578"	"Sat"	"Medium Delay"	"Morning"	"1988-1994"	"Arriving"	"Aug"	341
"3579"	"Sat"	"Medium Delay"	"Morning"	"1988-1994"	"Arriving"	"Dec"	403
"3580"	"Sat"	"Medium Delay"	"Morning"	"1988-1994"	"Arriving"	"Feb"	341
"3581"	"Sat"	"Medium Delay"	"Morning"	"1988-1994"	"Arriving"	"Jan"	336
"3582"	"Sat"	"Medium Delay"	"Morning"	"1988-1994"	"Arriving"	"Jul"	374
"3583"	"Sat"	"Medium Delay"	"Morning"	"1988-1994"	"Arriving"	"Jun"	272
"3584"	"Sat"	"Medium Delay"	"Morning"	"1988-1994"	"Arriving"	"Mar"	345
"3585"	"Sat"	"Medium Delay"	"Morning"	"1988-1994"	"Arriving"	"May"	239
"3586"	"Sat"	"Medium Delay"	"Morning"	"1988-1994"	"Arriving"	"Nov"	265
"3587"	"Sat"	"Medium Delay"	"Morning"	"1988-1994"	"Arriving"	"Oct"	316
"3588"	"Sat"	"Medium Delay"	"Morning"	"1988-1994"	"Arriving"	"Sept"	285
"3589"	"Sat"	"Medium Delay"	"Morning"	"1988-1994"	"Departing"	"Apr"	191
"3590"	"Sat"	"Medium Delay"	"Morning"	"1988-1994"	"Departing"	"Aug"	272
"3591"	"Sat"	"Medium Delay"	"Morning"	"1988-1994"	"Departing"	"Dec"	482
"3592"	"Sat"	"Medium Delay"	"Morning"	"1988-1994"	"Departing"	"Feb"	474
"3593"	"Sat"	"Medium Delay"	"Morning"	"1988-1994"	"Departing"	"Jan"	428
"3594"	"Sat"	"Medium Delay"	"Morning"	"1988-1994"	"Departing"	"Jul"	313
"3595"	"Sat"	"Medium Delay"	"Morning"	"1988-1994"	"Departing"	"Jun"	233
"3596"	"Sat"	"Medium Delay"	"Morning"	"1988-1994"	"Departing"	"Mar"	454
"3597"	"Sat"	"Medium Delay"	"Morning"	"1988-1994"	"Departing"	"May"	174
"3598"	"Sat"	"Medium Delay"	"Morning"	"1988-1994"	"Departing"	"Nov"	283
"3599"	"Sat"	"Medium Delay"	"Morning"	"1988-1994"	"Departing"	"Oct"	254
"3600"	"Sat"	"Medium Delay"	"Morning"	"1988-1994"	"Departing"	"Sept"	202
"3601"	"Sat"	"Medium Delay"	"Morning"	"1995-2001"	"Arriving"	"Apr"	245
"3602"	"Sat"	"Medium Delay"	"Morning"	"1995-2001"	"Arriving"	"Aug"	334
"3603"	"Sat"	"Medium Delay"	"Morning"	"1995-2001"	"Arriving"	"Dec"	327
"3604"	"Sat"	"Medium Delay"	"Morning"	"1995-2001"	"Arriving"	"Feb"	324
"3605"	"Sat"	"Medium Delay"	"Morning"	"1995-2001"	"Arriving"	"Jan"	299
"3606"	"Sat"	"Medium Delay"	"Morning"	"1995-2001"	"Arriving"	"Jul"	328
"3607"	"Sat"	"Medium Delay"	"Morning"	"1995-2001"	"Arriving"	"Jun"	303
"3608"	"Sat"	"Medium Delay"	"Morning"	"1995-2001"	"Arriving"	"Mar"	290
"3609"	"Sat"	"Medium Delay"	"Morning"	"1995-2001"	"Arriving"	"May"	261
"3610"	"Sat"	"Medium Delay"	"Morning"	"1995-2001"	"Arriving"	"Nov"	202
"3611"	"Sat"	"Medium Delay"	"Morning"	"1995-2001"	"Arriving"	"Oct"	174
"3612"	"Sat"	"Medium Delay"	"Morning"	"1995-2001"	"Arriving"	"Sept"	152
"3613"	"Sat"	"Medium Delay"	"Morning"	"1995-2001"	"Departing"	"Apr"	303
"3614"	"Sat"	"Medium Delay"	"Morning"	"1995-2001"	"Departing"	"Aug"	430
"3615"	"Sat"	"Medium Delay"	"Morning"	"1995-2001"	"Departing"	"Dec"	591
"3616"	"Sat"	"Medium Delay"	"Morning"	"1995-2001"	"Departing"	"Feb"	479
"3617"	"Sat"	"Medium Delay"	"Morning"	"1995-2001"	"Departing"	"Jan"	518
"3618"	"Sat"	"Medium Delay"	"Morning"	"1995-2001"	"Departing"	"Jul"	448
"3619"	"Sat"	"Medium Delay"	"Morning"	"1995-2001"	"Departing"	"Jun"	411
"3620"	"Sat"	"Medium Delay"	"Morning"	"1995-2001"	"Departing"	"Mar"	464
"3621"	"Sat"	"Medium Delay"	"Morning"	"1995-2001"	"Departing"	"May"	273
"3622"	"Sat"	"Medium Delay"	"Morning"	"1995-2001"	"Departing"	"Nov"	309
"3623"	"Sat"	"Medium Delay"	"Morning"	"1995-2001"	"Departing"	"Oct"	264
"3624"	"Sat"	"Medium Delay"	"Morning"	"1995-2001"	"Departing"	"Sept"	232
"3625"	"Sat"	"Medium Delay"	"Morning"	"2002-2008"	"Arriving"	"Apr"	284
"3626"	"Sat"	"Medium Delay"	"Morning"	"2002-2008"	"Arriving"	"Aug"	354
"3627"	"Sat"	"Medium Delay"	"Morning"	"2002-2008"	"Arriving"	"Dec"	488
"3628"	"Sat"	"Medium Delay"	"Morning"	"2002-2008"	"Arriving"	"Feb"	409
"3629"	"Sat"	"Medium Delay"	"Morning"	"2002-2008"	"Arriving"	"Jan"	376
"3630"	"Sat"	"Medium Delay"	"Morning"	"2002-2008"	"Arriving"	"Jul"	362
"3631"	"Sat"	"Medium Delay"	"Morning"	"2002-2008"	"Arriving"	"Jun"	404
"3632"	"Sat"	"Medium Delay"	"Morning"	"2002-2008"	"Arriving"	"Mar"	441
"3633"	"Sat"	"Medium Delay"	"Morning"	"2002-2008"	"Arriving"	"May"	378
"3634"	"Sat"	"Medium Delay"	"Morning"	"2002-2008"	"Arriving"	"Nov"	294
"3635"	"Sat"	"Medium Delay"	"Morning"	"2002-2008"	"Arriving"	"Oct"	294
"3636"	"Sat"	"Medium Delay"	"Morning"	"2002-2008"	"Arriving"	"Sept"	217
"3637"	"Sat"	"Medium Delay"	"Morning"	"2002-2008"	"Departing"	"Apr"	202
"3638"	"Sat"	"Medium Delay"	"Morning"	"2002-2008"	"Departing"	"Aug"	278
"3639"	"Sat"	"Medium Delay"	"Morning"	"2002-2008"	"Departing"	"Dec"	393
"3640"	"Sat"	"Medium Delay"	"Morning"	"2002-2008"	"Departing"	"Feb"	322
"3641"	"Sat"	"Medium Delay"	"Morning"	"2002-2008"	"Departing"	"Jan"	341
"3642"	"Sat"	"Medium Delay"	"Morning"	"2002-2008"	"Departing"	"Jul"	272
"3643"	"Sat"	"Medium Delay"	"Morning"	"2002-2008"	"Departing"	"Jun"	248
"3644"	"Sat"	"Medium Delay"	"Morning"	"2002-2008"	"Departing"	"Mar"	506
"3645"	"Sat"	"Medium Delay"	"Morning"	"2002-2008"	"Departing"	"May"	208
"3646"	"Sat"	"Medium Delay"	"Morning"	"2002-2008"	"Departing"	"Nov"	176
"3647"	"Sat"	"Medium Delay"	"Morning"	"2002-2008"	"Departing"	"Oct"	205
"3648"	"Sat"	"Medium Delay"	"Morning"	"2002-2008"	"Departing"	"Sept"	149
"3649"	"Sat"	"Medium Delay"	"Night"	"1988-1994"	"Arriving"	"Apr"	21
"3650"	"Sat"	"Medium Delay"	"Night"	"1988-1994"	"Arriving"	"Aug"	47
"3651"	"Sat"	"Medium Delay"	"Night"	"1988-1994"	"Arriving"	"Dec"	37
"3652"	"Sat"	"Medium Delay"	"Night"	"1988-1994"	"Arriving"	"Feb"	28
"3653"	"Sat"	"Medium Delay"	"Night"	"1988-1994"	"Arriving"	"Jan"	34
"3654"	"Sat"	"Medium Delay"	"Night"	"1988-1994"	"Arriving"	"Jul"	40
"3655"	"Sat"	"Medium Delay"	"Night"	"1988-1994"	"Arriving"	"Jun"	38
"3656"	"Sat"	"Medium Delay"	"Night"	"1988-1994"	"Arriving"	"Mar"	41
"3657"	"Sat"	"Medium Delay"	"Night"	"1988-1994"	"Arriving"	"May"	26
"3658"	"Sat"	"Medium Delay"	"Night"	"1988-1994"	"Arriving"	"Nov"	35
"3659"	"Sat"	"Medium Delay"	"Night"	"1988-1994"	"Arriving"	"Oct"	34
"3660"	"Sat"	"Medium Delay"	"Night"	"1988-1994"	"Arriving"	"Sept"	29
